split,horizon_months,target,pipe_rows,pipe_rmse,pipe_mae,persistence_rows,persistence_rmse,persistence_mae,rmse_delta_pipe_minus_persistence,mae_delta_pipe_minus_persistence,rmse_relative_improvement,mae_relative_improvement
test,0,all,144,0.01468252186924744,0.011442691263064374,144,0.021529446388173896,0.016851803055392394,-0.006846924518926456,-0.00540911179232802,0.31802603724578193,0.3209811896417317
test,0,delta_yF,144,0.019811721762086745,0.01524772086284227,144,0.021650390328339583,0.016578663971611403,-0.001838668566252838,-0.0013309431087691337,0.08492542343895236,0.08028048044451494
test,0,delta_yN,144,0.02026180184259228,0.015170629472575255,144,0.030223623147871505,0.02485752403218713,-0.009961821305279225,-0.009686894559611876,0.32960380880016316,0.3896966788433417
test,0,delta_yT,144,0.02772283631856361,0.020567530662649207,144,0.04101151320818021,0.03135407359028856,-0.013288676889616598,-0.01078654292763935,0.3240230815712994,0.34402365283024394
test,0,sigma_F,144,0.0022258931814759728,0.001434011436584923,144,0.0022258931933446867,0.001434011436584923,-1.1868713910984097e-11,0.0,5.332112945253159e-09,0.0
test,0,sigma_N,144,0.002799330025461753,0.0023828879412677553,144,0.0027993300519478185,0.0023828879412677553,-2.6486065510950008e-11,0.0,9.461572954757722e-09,0.0
test,0,sigma_T,144,0.002968745556800829,0.0022688091008199584,144,0.00296874550627301,0.0022688091008199584,5.0527818908074895e-11,0.0,-1.701992265800782e-08,0.0
test,0,yF,144,0.016054946093460986,0.013278247167666754,144,0.021650392958476896,0.016578664382298786,-0.00559544686501591,-0.0033004172146320326,0.25844551070030786,0.1990761824068242
test,0,yN,144,0.01602742202453401,0.014144549560215738,144,0.030223622524780176,0.02485752457545863,-0.014196200500246167,-0.010712975015242893,0.4697054593176838,0.4309751352240284
test,0,yT,144,0.024270000018250765,0.018489835162957508,144,0.04101150657435117,0.0313540684680144,-0.0167415065561004,-0.012864233305056889,0.4082148634493383,0.4102891246212667
test,1,all,56,0.010512889611345283,0.008411169776486026,56,0.01123700254035037,0.009279421823550134,-0.0007241129290050871,-0.0008682520470641077,0.06444004318811067,0.09356747258332208
test,1,delta_yF,56,0.011809818516468716,0.009136773778923921,56,0.010595210286014834,0.008786684708736305,0.0012146082304538824,0.00035008907018761574,-0.11463748218920267,-0.039843135584406934
test,1,delta_yN,56,0.013440448664145158,0.011077889906508582,56,0.015258267457471499,0.013512026618367859,-0.001817818793326341,-0.0024341367118592763,0.1191366449954455,0.1801459381785395
test,1,delta_yT,56,0.0228074662929398,0.015710070995347842,56,0.022765522834460098,0.017847105328525816,4.194345847970127e-05,-0.0021370343331779743,-0.0018424113860548632,0.11974122939490126
test,1,sigma_F,56,0.0010845556218740152,0.0007594930274145943,56,0.001084555652455131,0.0007594930274145943,-3.0581115764705125e-11,0.0,2.8196907826240195e-08,0.0
test,1,sigma_N,56,0.0013639596875845196,0.0012620446671332633,56,0.0013639596545493061,0.0012620446671332633,3.303521345365823e-11,0.0,-2.4220081102453188e-08,0.0
test,1,sigma_T,56,0.0014465066445254263,0.0012016255142433302,56,0.001446506672861654,0.0012016255142433302,-2.8336227678518733e-11,0.0,1.958942064363975e-08,0.0
test,1,yF,56,0.012758332381337582,0.011032482609152794,56,0.010595212542522443,0.008786685764789581,0.0021631198388151387,0.0022457968443632126,-0.20416011761290787,-0.25559089109145966
test,1,yN,56,0.015881149233785596,0.014654699712991714,56,0.015258268291927175,0.013512028115136283,0.0006228809418584204,0.0011426715978554314,-0.040822518646363916,-0.08456699380127854
test,1,yT,56,0.014023769459446741,0.010865447776658195,56,0.0227655194708912,0.017847102667604173,-0.008741750011444458,-0.006981654890945979,0.3839907990073308,0.3911926221850557
test,2,all,48,0.014101283237122243,0.011343883406543347,48,0.02116535940552192,0.017744099663104862,-0.007064076168399677,-0.006400216256561515,0.3337564948959336,0.360695463736006
test,2,delta_yF,48,0.019342275748790137,0.01548501302022487,48,0.021116053766232375,0.01756297271155442,-0.0017737780174422388,-0.00207795969132955,0.08400139709242294,0.11831480498529108
test,2,delta_yN,48,0.014339858967860638,0.011607375694438815,48,0.029611771774268224,0.025920301753406722,-0.015271912806407587,-0.014312926058967907,0.515737893795279,0.5521897929713241
test,2,delta_yT,48,0.02872734905889514,0.021539201339085896,48,0.04062472330432278,0.03314325679093599,-0.011897374245427635,-0.011604055451850098,0.29286043762817865,0.3501181409252325
test,2,sigma_F,48,0.002167189151551876,0.0015183996098736923,48,0.002167189139595042,0.0015183996098736923,1.1956833960435898e-11,0.0,-5.517208323898363e-09,0.0
