source_id,site_id,year_month,module,module_seed,rank_sha256
wqp,wqp:21FLSFWM-ISTK6,1998-08,ANFIS-F,314361,0000b3ad61a64317f61ddc4ba30bbfc906fd45a660106ff7a6ab59e00df33f77
wqp,wqp:21FLSFWM-L005,1990-04,ANFIS-F,314361,00037cd4dd6608f09cde171a50c41f249ae7f6cf26460ed2dcc8a5cd5e4b05d4
wqp,wqp:21SC60WQ_WQX-S-310,2007-01,ANFIS-F,314361,00062f5bd8695ffaacb9695add6ffaa0ed0efb599bb62a0d685f83b5df4e2692
wqp,wqp:21SC60WQ_WQX-SV-361,2007-09,ANFIS-F,314361,0008452d169386aeb887f739cd07040db8123b76a39bb1814197a850d0d667ef
wqp,wqp:21FLCBA_WQX-WAL-BIGREDF-3,2017-08,ANFIS-F,314361,0008c41afd491a1eaf05f0285d80bdb75e58c3b0b7a819db5ce4b6de5b1c2ad6
wqp,wqp:21SC60WQ_WQX-S-022,2015-08,ANFIS-F,314361,000cb2d59314c5a3925bc1ca880523b8eda2eceb8f3003da347093e1dc55360f
wqp,wqp:CAPECRD_WQX-262,2000-07,ANFIS-F,314361,000f8332c3be34ef6d6a1617e0a9d384d17383d8c963b74834b8cb45ad179330
wqp,wqp:21FLSFWM-ISTK3,2004-01,ANFIS-F,314361,001115f86a60e4e17d0216a64729554d9d7d91085fbe484ee83dd927597cf802
wqp,wqp:21FLSFWM-C03,2004-09,ANFIS-F,314361,0012d6b291201819b69557daa832cf35d9243a6bacf75a05576847a6b03ba7ac
wqp,wqp:MNPCA-62-0054-00-101,2012-07,ANFIS-F,314361,001625fbdd576e144258f69cd2f4d2dc9d2836b0fa8f1ea8b1b40f145c84c5ee
wqp,wqp:21FLSFWM-CLV10A,2001-04,ANFIS-F,314361,00188a10d9cf28cad812c641c8bb2acd4b80d41ad3a453b4bde39549dd8a20fe
wqp,wqp:USGS-07263299,1991-09,ANFIS-F,314361,001c006f7925828cefdcfa3f3479f77ffc0c8a7e8c74765cfe760f1cfbc20352
wqp,wqp:USGS-07049200,1985-05,ANFIS-F,314361,001c34eee700071ae115542aea327faadbd13c95dd6e98c4238fef481a7baed1
wqp,wqp:21FLORAN_WQX-CC11,2008-02,ANFIS-F,314361,001c3814b5669578722df60af3e04a0968e9866aeff37699a6fbc0ce1b118874
wqp,wqp:USGS-295554095093401,2014-11,ANFIS-F,314361,001cd059b2e0bf3a7fa60a7df5f8997a6f262aa68ec4b1ceb304bb003fa5593f
wqp,wqp:21FLSFWM-PLN2IN,1988-12,ANFIS-F,314361,001e9eb23d57c8d2f3dbf84a4cf76ea6348bbb5f0dbb4ea56565682599c179fc
wqp,wqp:USGS-423659088354401,1990-01,ANFIS-F,314361,002381b6df58ebdb7806c9164557f1818935f8d3c14060029e4f3bbaf939e810
