source_id,site_id,site_id_source,site_name,year_month,tp_pressure,tn_pressure,ratio_imbalance_pressure,yN,sigma_N,evidence_N,missing_N,qc_penalty_N,nutrient_pressure_label,do_good,ph_good,turbidity_good,secchi_good,yF,sigma_F,evidence_F,missing_F,qc_penalty_F,physicochemical_condition_label,temp_favorable,current_chla_pressure,yT,sigma_T,evidence_T,missing_T,qc_penalty_T,yT_no_chla,sigma_T_no_chla,evidence_T_no_chla,missing_T_no_chla,qc_penalty_T_no_chla,thermal_biological_label,mu_trophic_oligotrophic,mu_trophic_mesotrophic,mu_trophic_eutrophic,mu_trophic_hypereutrophic,irc1,irc1_no_chla,irc1_state,irc1_no_chla_state,delta_yN,delta_yF,delta_yT,delta_yT_no_chla,evidence_N_state,evidence_F_state,evidence_T_state,evidence_T_no_chla_state,state_trophic_expert
aquamatch_chla,aquamatch_chla:1119USBR-EMM100,1119USBR-EMM100,,2004-05,,,,0.5,0.7749999999999999,0.0,1.0,0.5,moderate_nutrient_pressure,,,,,0.5,0.7749999999999999,0.0,1.0,0.5,intermediate_physicochemical_condition,,0.0,0.0,0.25749999999999995,0.55,0.44999999999999996,0.0,0.5,0.7749999999999999,0.0,1.0,0.5,low_thermal_biological_favorability,0.553191489361702,0.44680851063829796,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.5,0.0,0.0,-0.09154528043902285,0.0,0.0,0.0,0.55,0.0,oligotrophic
aquamatch_chla,aquamatch_chla:1119USBR-MAL103,1119USBR-MAL103,,1999-07,,,,0.5,0.7749999999999999,0.0,1.0,0.5,moderate_nutrient_pressure,,,,,0.5,0.7749999999999999,0.0,1.0,0.5,intermediate_physicochemical_condition,,0.0,0.0,0.25749999999999995,0.55,0.44999999999999996,0.0,0.5,0.7749999999999999,0.0,1.0,0.5,low_thermal_biological_favorability,0.4893617021276595,0.5106382978723405,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,mesotrophic
aquamatch_chla,aquamatch_chla:11NPSWRD_WQX-CACO_SPF_5,11NPSWRD_WQX-CACO_SPF_5,,2012-07,,,,0.5,0.7749999999999999,0.0,1.0,0.5,moderate_nutrient_pressure,,,,,0.5,0.7749999999999999,0.0,1.0,0.5,intermediate_physicochemical_condition,,1.0,1.0,0.25749999999999995,0.55,0.44999999999999996,0.0,0.5,0.7749999999999999,0.0,1.0,0.5,high_thermal_biological_favorability,0.0,0.0,0.46788461538461534,0.0,0.8333333333333334,0.5,0.8333333333333334,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,eutrophic
aquamatch_chla,aquamatch_chla:1VTDECWQ-500449,1VTDECWQ-500449,,1999-09,,,,0.5,0.7749999999999999,0.0,1.0,0.5,moderate_nutrient_pressure,,,,,0.5,0.7749999999999999,0.0,1.0,0.5,intermediate_physicochemical_condition,,0.0,0.0,0.25749999999999995,0.55,0.44999999999999996,0.0,0.5,0.7749999999999999,0.0,1.0,0.5,low_thermal_biological_favorability,0.9085106382978723,0.09148936170212771,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.5,0.0,0.0,-0.41548121089832507,0.0,0.0,0.0,0.55,0.0,oligotrophic
aquamatch_chla,aquamatch_chla:1VTDECWQ-500468,1VTDECWQ-500468,,1994-10,,,,0.5,0.7749999999999999,0.0,1.0,0.5,moderate_nutrient_pressure,,,,,0.5,0.7749999999999999,0.0,1.0,0.5,intermediate_physicochemical_condition,,0.0,0.0,0.25749999999999995,0.55,0.44999999999999996,0.0,0.5,0.7749999999999999,0.0,1.0,0.5,low_thermal_biological_favorability,1.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.5,0.0,0.0,-0.09640609348409125,0.0,0.0,0.0,0.55,0.0,oligotrophic
aquamatch_chla,aquamatch_chla:1VTDECWQ-503887,1VTDECWQ-503887,,1981-08,,,,0.5,0.7749999999999999,0.0,1.0,0.5,moderate_nutrient_pressure,,,,,0.5,0.7749999999999999,0.0,1.0,0.5,intermediate_physicochemical_condition,,0.005495555343279636,0.005495555343279636,0.2596982221373118,0.55,0.44999999999999996,0.0,0.5,0.7749999999999999,0.0,1.0,0.5,low_thermal_biological_favorability,0.4787234042553191,0.5212765957446809,0.0,0.0,0.17033037022885308,0.5,0.17033037022885308,0.5,0.0,0.0,0.005495555343279636,0.0,0.0,0.0,0.55,0.0,mesotrophic
aquamatch_chla,aquamatch_chla:21ARIZ_WQX-UGLUN-A,21ARIZ_WQX-UGLUN-A,,2011-08,,,,0.5,0.7749999999999999,0.0,1.0,0.5,moderate_nutrient_pressure,,,,,0.5,0.7749999999999999,0.0,1.0,0.5,intermediate_physicochemical_condition,,0.0,0.0,0.25749999999999995,0.55,0.44999999999999996,0.0,0.5,0.7749999999999999,0.0,1.0,0.5,low_thermal_biological_favorability,1.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.5,0.0,0.0,-0.13228278262601076,0.0,0.0,0.0,0.55,0.0,oligotrophic
aquamatch_chla,aquamatch_chla:21AWIC-105,21AWIC-105,,2016-09,,,,0.5,0.7749999999999999,0.0,1.0,0.5,moderate_nutrient_pressure,,,,,0.5,0.7749999999999999,0.0,1.0,0.5,intermediate_physicochemical_condition,,0.5483341252179792,0.5483341252179792,0.4381663499128083,0.55,0.44999999999999996,0.0,0.5,0.7749999999999999,0.0,1.0,0.5,moderate_thermal_biological_favorability,0.0,0.5196850393700787,0.26872246696035246,0.0,0.5322227501453195,0.5,0.5322227501453195,0.5,0.0,0.0,-0.051787467579685664,0.0,0.0,0.0,0.55,0.0,mesotrophic
aquamatch_chla,aquamatch_chla:21AWIC-1349,21AWIC-1349,,2016-07,,,,0.5,0.7749999999999999,0.0,1.0,0.5,moderate_nutrient_pressure,,,,,0.5,0.7749999999999999,0.0,1.0,0.5,intermediate_physicochemical_condition,,0.0,0.0,0.25749999999999995,0.55,0.44999999999999996,0.0,0.5,0.7749999999999999,0.0,1.0,0.5,low_thermal_biological_favorability,1.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.5,0.0,0.0,-0.4226396043006574,0.0,0.0,0.0,0.55,0.0,oligotrophic
aquamatch_chla,aquamatch_chla:21AWIC-4296,21AWIC-4296,,2010-09,,,,0.5,0.7749999999999999,0.0,1.0,0.5,moderate_nutrient_pressure,,,,,0.5,0.7749999999999999,0.0,1.0,0.5,intermediate_physicochemical_condition,,0.03635390064970641,0.03635390064970641,0.2720415602598825,0.55,0.44999999999999996,0.0,0.5,0.7749999999999999,0.0,1.0,0.5,low_thermal_biological_favorability,0.4170212765957446,0.5829787234042554,0.0,0.0,0.1909026004331376,0.5,0.1909026004331376,0.5,0.0,0.0,-0.18686250801828702,0.0,0.0,0.0,0.55,0.0,mesotrophic
aquamatch_chla,aquamatch_chla:21AWIC-7430,21AWIC-7430,,2023-12,,,,0.5,0.7749999999999999,0.0,1.0,0.5,moderate_nutrient_pressure,,,,,0.5,0.7749999999999999,0.0,1.0,0.5,intermediate_physicochemical_condition,,0.0,0.0,0.25749999999999995,0.55,0.44999999999999996,0.0,0.5,0.7749999999999999,0.0,1.0,0.5,low_thermal_biological_favorability,0.8723404255319148,0.12765957446808515,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.5,0.0,0.0,-0.06363964510231648,0.0,0.0,0.0,0.55,0.0,oligotrophic
aquamatch_chla,aquamatch_chla:21DELAWQ_WQX-110041,21DELAWQ_WQX-110041,,2019-05,,,,0.5,0.7749999999999999,0.0,1.0,0.5,moderate_nutrient_pressure,,,,,0.5,0.7749999999999999,0.0,1.0,0.5,intermediate_physicochemical_condition,,0.333543414479371,0.333543414479371,0.3909173657917484,0.55,0.44999999999999996,0.0,0.5,0.7749999999999999,0.0,1.0,0.5,moderate_thermal_biological_favorability,0.0,0.8566929133858268,0.08017621145374447,0.0,0.3890289429862473,0.5,0.3890289429862473,0.5,0.0,0.0,0.32695515277068216,0.0,0.0,0.0,0.55,0.0,mesotrophic
