module,module_seed,epoch,loss
ANFIS-N,20260715,1.0,0.07281100749969482
ANFIS-N,20260715,2.0,0.06458637118339539
ANFIS-N,20260715,3.0,0.05689530447125435
ANFIS-N,20260715,4.0,0.04979534074664116
ANFIS-N,20260715,5.0,0.04334482550621033
ANFIS-N,20260715,6.0,0.037580106407403946
ANFIS-N,20260715,7.0,0.03250259533524513
ANFIS-N,20260715,8.0,0.02808396704494953
ANFIS-N,20260715,9.0,0.024287618696689606
ANFIS-N,20260715,10.0,0.021074203774333
ANFIS-N,20260715,11.0,0.018399573862552643
ANFIS-N,20260715,12.0,0.016213878989219666
ANFIS-N,20260715,13.0,0.01446098554879427
ANFIS-N,20260715,14.0,0.013076428323984146
ANFIS-N,20260715,15.0,0.011987011879682541
ANFIS-N,20260715,16.0,0.011117661371827126
ANFIS-N,20260715,17.0,0.010401785373687744
ANFIS-N,20260715,18.0,0.009787964634597301
ANFIS-N,20260715,19.0,0.009240495041012764
ANFIS-N,20260715,20.0,0.008735796436667442
ANFIS-N,20260715,21.0,0.008258365094661713
ANFIS-N,20260715,22.0,0.0077985916286706924
ANFIS-N,20260715,23.0,0.007351519539952278
ANFIS-N,20260715,24.0,0.006915417034178972
ANFIS-N,20260715,25.0,0.006490632425993681
ANFIS-N,20260715,26.0,0.006078995764255524
ANFIS-N,20260715,27.0,0.005683580879122019
ANFIS-N,20260715,28.0,0.005308474414050579
ANFIS-N,20260715,29.0,0.0049583157524466515
ANFIS-N,20260715,30.0,0.004637592006474733
ANFIS-N,20260715,31.0,0.004349778406322002
ANFIS-N,20260715,32.0,0.004096565302461386
ANFIS-N,20260715,33.0,0.0038773859851062298
ANFIS-N,20260715,34.0,0.003689419711008668
ANFIS-N,20260715,35.0,0.0035280443262308836
ANFIS-N,20260715,36.0,0.0033875186927616596
ANFIS-N,20260715,37.0,0.003261686535552144
ANFIS-N,20260715,38.0,0.0031447678338736296
ANFIS-N,20260715,39.0,0.0030322829261422157
ANFIS-N,20260715,40.0,0.002921809209510684
ANFIS-N,20260715,41.0,0.0028130924329161644
ANFIS-N,20260715,42.0,0.002707318402826786
ANFIS-N,20260715,43.0,0.0026059129741042852
ANFIS-N,20260715,44.0,0.0025096405297517776
ANFIS-N,20260715,45.0,0.002418549032881856
ANFIS-N,20260715,46.0,0.002332519507035613
ANFIS-N,20260715,47.0,0.002251613652333617
ANFIS-N,20260715,48.0,0.0021758764050900936
ANFIS-N,20260715,49.0,0.002105039544403553
ANFIS-N,20260715,50.0,0.002038555219769478
ANFIS-N,20260715,51.0,0.001975939143449068
ANFIS-N,20260715,52.0,0.0019169606966897845
ANFIS-N,20260715,53.0,0.001861480763182044
ANFIS-N,20260715,54.0,0.0018091292586177588
ANFIS-N,20260715,55.0,0.0017592343501746655
ANFIS-N,20260715,56.0,0.0017110796179622412
ANFIS-N,20260715,57.0,0.001664222334511578
ANFIS-N,20260715,58.0,0.0016185753047466278
ANFIS-N,20260715,59.0,0.0015742438845336437
ANFIS-N,20260715,60.0,0.0015313677722588181
ANFIS-F,20260816,1.0,0.09270793199539185
ANFIS-F,20260816,2.0,0.07819870859384537
ANFIS-F,20260816,3.0,0.0651668906211853
ANFIS-F,20260816,4.0,0.05368037149310112
ANFIS-F,20260816,5.0,0.04375174641609192
ANFIS-F,20260816,6.0,0.03534362092614174
ANFIS-F,20260816,7.0,0.028377419337630272
ANFIS-F,20260816,8.0,0.022741949185729027
ANFIS-F,20260816,9.0,0.018295468762516975
ANFIS-F,20260816,10.0,0.014866038225591183
ANFIS-F,20260816,11.0,0.012263277545571327
ANFIS-F,20260816,12.0,0.01030566543340683
ANFIS-F,20260816,13.0,0.008840658701956272
ANFIS-F,20260816,14.0,0.007745322305709124
ANFIS-F,20260816,15.0,0.0069187297485768795
ANFIS-F,20260816,16.0,0.006278709042817354
ANFIS-F,20260816,17.0,0.005762316286563873
ANFIS-F,20260816,18.0,0.00532526895403862
ANFIS-F,20260816,19.0,0.0049392227083444595
ANFIS-F,20260816,20.0,0.004587239120155573
ANFIS-F,20260816,21.0,0.0042585330083966255
ANFIS-F,20260816,22.0,0.003944678232073784
ANFIS-F,20260816,23.0,0.0036394894123077393
ANFIS-F,20260816,24.0,0.0033426047302782536
ANFIS-F,20260816,25.0,0.003062197472900152
ANFIS-F,20260816,26.0,0.002812495920807123
ANFIS-F,20260816,27.0,0.0026077895890921354
ANFIS-F,20260816,28.0,0.0024563129991292953
ANFIS-F,20260816,29.0,0.002355230040848255
ANFIS-F,20260816,30.0,0.002289369935169816
ANFIS-F,20260816,31.0,0.002238048706203699
ANFIS-F,20260816,32.0,0.0021854026708751917
ANFIS-F,20260816,33.0,0.002125723985955119
ANFIS-F,20260816,34.0,0.002061152830719948
ANFIS-F,20260816,35.0,0.0019964142702519894
ANFIS-F,20260816,36.0,0.0019351463997736573
ANFIS-F,20260816,37.0,0.0018786565633490682
ANFIS-F,20260816,38.0,0.0018262044759467244
ANFIS-F,20260816,39.0,0.0017761336639523506
ANFIS-F,20260816,40.0,0.001727248658426106
ANFIS-F,20260816,41.0,0.0016796533018350601
ANFIS-F,20260816,42.0,0.0016346562188118696
ANFIS-F,20260816,43.0,0.0015939772129058838
ANFIS-F,20260816,44.0,0.001558892079629004
ANFIS-F,20260816,45.0,0.0015297752106562257
ANFIS-F,20260816,46.0,0.0015061097219586372
ANFIS-F,20260816,47.0,0.0014867010759189725
ANFIS-F,20260816,48.0,0.0014698553131893277
ANFIS-F,20260816,49.0,0.0014537401730194688
ANFIS-F,20260816,50.0,0.0014370017452165484
ANFIS-F,20260816,51.0,0.0014192474773153663
ANFIS-F,20260816,52.0,0.0014009304577484727
ANFIS-F,20260816,53.0,0.0013828143710270524
ANFIS-F,20260816,54.0,0.0013655403163284063
ANFIS-F,20260816,55.0,0.001349475933238864
ANFIS-F,20260816,56.0,0.0013346272753551602
ANFIS-F,20260816,57.0,0.001320558600127697
ANFIS-F,20260816,58.0,0.0013065470848232508
ANFIS-F,20260816,59.0,0.0012921111192554235
ANFIS-F,20260816,60.0,0.0012774596689268947
ANFIS-T-no-current,20261018,1.0,0.19422893226146698
ANFIS-T-no-current,20261018,2.0,0.18498879671096802
ANFIS-T-no-current,20261018,3.0,0.17589572072029114
ANFIS-T-no-current,20261018,4.0,0.16695791482925415
ANFIS-T-no-current,20261018,5.0,0.15820837020874023
ANFIS-T-no-current,20261018,6.0,0.14968496561050415
ANFIS-T-no-current,20261018,7.0,0.1414232701063156
ANFIS-T-no-current,20261018,8.0,0.13345292210578918
ANFIS-T-no-current,20261018,9.0,0.12580160796642303
ANFIS-T-no-current,20261018,10.0,0.11849305033683777
ANFIS-T-no-current,20261018,11.0,0.11154396831989288
ANFIS-T-no-current,20261018,12.0,0.10496371984481812
ANFIS-T-no-current,20261018,13.0,0.09875494241714478
ANFIS-T-no-current,20261018,14.0,0.09291503578424454
ANFIS-T-no-current,20261018,15.0,0.08743683248758316
ANFIS-T-no-current,20261018,16.0,0.08230820298194885
ANFIS-T-no-current,20261018,17.0,0.07751359045505524
ANFIS-T-no-current,20261018,18.0,0.07303837686777115
ANFIS-T-no-current,20261018,19.0,0.06886991858482361
ANFIS-T-no-current,20261018,20.0,0.06499592214822769
ANFIS-T-no-current,20261018,21.0,0.06140271574258804
ANFIS-T-no-current,20261018,22.0,0.0580749548971653
ANFIS-T-no-current,20261018,23.0,0.05499612167477608
ANFIS-T-no-current,20261018,24.0,0.052149705588817596
ANFIS-T-no-current,20261018,25.0,0.04951976612210274
ANFIS-T-no-current,20261018,26.0,0.04709100350737572
ANFIS-T-no-current,20261018,27.0,0.0448479987680912
ANFIS-T-no-current,20261018,28.0,0.0427749939262867
ANFIS-T-no-current,20261018,29.0,0.040856149047613144
ANFIS-T-no-current,20261018,30.0,0.03907646983861923
ANFIS-T-no-current,20261018,31.0,0.037422582507133484
ANFIS-T-no-current,20261018,32.0,0.035882867872714996
