split,target,pipe_rows,pipe_rmse,pipe_mae,persistence_rows,persistence_rmse,persistence_mae,rmse_delta_pipe_minus_persistence,mae_delta_pipe_minus_persistence,rmse_relative_improvement,mae_relative_improvement
test,all,384,0.010435974883251481,0.008372325189325406,384,0.01524957392546342,0.011596271886345577,-0.004813599042211939,-0.003223946697020171,0.3156546580081357,0.2780157906452949
test,delta_yF,384,0.00909003031321919,0.006863465532660484,384,0.009090030524070468,0.006863466480960294,-2.108512774101623e-10,-9.482998093376938e-10,2.3195882219738048e-08,1.3816630589926236e-07
test,delta_yN,384,0.019435159172494477,0.017573143045107525,384,0.022417878604056325,0.01887593033552548,-0.002982719431561847,-0.0013027872904179567,0.13305092262486198,0.06901844133033504
test,delta_yT,384,0.024853147814389173,0.01998073731859525,384,0.0370782753713869,0.02796602874392799,-0.012225127556997728,-0.00798529142533274,0.32971133189306295,0.28553540792117343
test,sigma_F,384,0.001199330855514518,0.0010057118100424607,384,0.001199330774404454,0.0010057118876526754,8.111006397776288e-11,-7.761021469585017e-11,-6.762943610618124e-08,7.71694315724873e-08
test,sigma_N,384,0.0011558854175468213,0.0009537241809690992,384,0.0011558853700786955,0.0009537241809690992,4.7468125784211335e-11,0.0,-4.1066464731688395e-08,0.0
test,sigma_T,384,0.0011789733245611141,0.0009650444650712112,384,0.0011789733173908105,0.0009650444456686577,7.170303630357755e-12,1.9402553565542324e-11,-6.081820109573282e-09,-2.010534711911505e-08
test,yF,384,0.009090031247057307,0.0068634663087626295,384,0.009090031432463938,0.006863466852034132,-1.8540663102029065e-10,-5.432715024372703e-10,2.0396698559053766e-08,7.915409430093779e-08
test,yN,384,0.010314916247651306,0.008488652296364307,384,0.022417877445341006,0.018875929022518296,-0.0121029611976897,-0.010387276726153988,0.5398798894854784,0.5502922115124689
test,yT,384,0.017606299556829418,0.012656981746355692,384,0.03361788248997818,0.02199714502785355,-0.01601158293314876,-0.009340163281497857,0.47628172113225664,0.42460797842951975
train,all,384,0.010850463004657137,0.00862933258543274,384,0.015476558764106573,0.011630016045846452,-0.004626095759449436,-0.003000683460413711,0.2989098435873441,0.25801197939751563
train,delta_yF,384,0.007682037883913479,0.00593852197440962,384,0.0076820375554851805,0.005938521434776097,3.284282984461484e-10,5.396335236301786e-10,-4.275275876666885e-08,-9.087001361484934e-08
train,delta_yN,384,0.01927511656192975,0.017054511855045956,384,0.023386875132743075,0.019064808708208147,-0.004111758570813324,-0.002010296853162192,0.1758147913081644,0.10544542481019914
train,delta_yT,384,0.026415010707565044,0.020549543822805088,384,0.03793904801593288,0.02786322716807869,-0.011524037308367839,-0.007313683345273603,0.30375135674274706,0.26248514937467377
train,sigma_F,384,0.0013566544678392128,0.001193412773621579,384,0.0013566544164462882,0.0011934126960113645,5.139292463818279e-11,7.761021447900973e-11,-3.788210469458012e-08,-6.503216761343275e-08
train,sigma_N,384,0.0011293728289561787,0.0009511438935684661,384,0.0011293728116968467,0.0009511438741659125,1.7259331984431636e-11,1.9402553565542324e-11,-1.528222727311811e-08,-2.0399178391972533e-08
train,sigma_T,384,0.0013259113915508115,0.001066011473691712,384,0.0013259114546239207,0.0010660114348866045,-6.30731092354786e-11,3.880510734792508e-11,4.7569623910797684e-08,-3.6402149243411185e-08
train,yF,384,0.007682038712660051,0.005938522284850478,384,0.007682038497670362,0.0059385224400709076,2.149896892456038e-10,-1.5522042939170033e-10,-2.7986020808253056e-08,2.6137887152590596e-08
train,yN,384,0.011703531620796398,0.009351414938767752,384,0.02338687478637386,0.01906480729424705,-0.011683343165577462,-0.009713392355479298,0.49956838065360704,0.5094933405600375
train,yT,384,0.021084492866703313,0.015620910252134005,384,0.03540021620598674,0.023589689362173278,-0.014315723339283427,-0.007968779110039273,0.4043964945293868,0.3378077170790317
validation,all,384,0.01108549839712834,0.008725905040692952,384,0.015765169910348324,0.01194508518658579,-0.004679671513219984,-0.003219180145892838,0.29683609753855095,0.26949829956072185
validation,delta_yF,384,0.008320013607653217,0.006411498102049033,384,0.008320013052943918,0.0064114976450279455,5.547092993274383e-10,4.5702108764089644e-10,-6.667168618577615e-08,-7.128148725053528e-08
validation,delta_yN,384,0.019319028035197604,0.017395954579114914,384,0.022357493002082097,0.018888423570994444,-0.0030384649668844937,-0.0014924689918795302,0.13590365282017663,0.079015010769422
validation,delta_yT,384,0.028067609269103358,0.021563890700538952,384,0.040156271202645984,0.030041211452650412,-0.012088661933542626,-0.00847732075211146,0.30104044951131015,0.2821897101411182
validation,sigma_F,384,0.0013983786722500291,0.0011195427699324985,384,0.001398378743608324,0.0011195427893350522,-7.135829492403711e-11,-1.940255378238276e-11,5.102930465026009e-08,1.7330783572735818e-08
validation,sigma_N,384,0.0013302597328083382,0.0011585728886226814,384,0.001330259802928013,0.0011585729274277885,-7.011967482345449e-11,-3.880510713108465e-11,5.271126337059515e-08,3.349388390874798e-08
validation,sigma_T,384,0.001413122894609139,0.0011537654208950698,384,0.0014131229654168035,0.0011537654597001772,-7.080766441930342e-11,-3.880510734792508e-11,5.010722078132709e-08,3.363344518738597e-08
validation,yF,384,0.008320014664356003,0.006411499499032895,384,0.008320015034030927,0.006411498528905213,-3.69674924352581e-10,9.70127682180244e-10,4.443200196640496e-08,-1.5131059888832212e-07
validation,yN,384,0.010374783933575884,0.008564464127024015,384,0.02235749308647008,0.018888423840204876,-0.011982709152894197,-0.01032395971318086,0.5359594256185048,0.5465760298752848
validation,yT,384,0.0212262747646015,0.014753957279026508,384,0.03623348230300875,0.0234328304650262,-0.015007207538407247,-0.008678873185999691,0.41418065790383835,0.37037237985197824
