epoch,train_loss,validation_loss,validation_rmse_all,validation_mae_all,validation_selection_objective,validation_blend_selection_metric,epoch_seconds,best_validation_loss,best_validation_objective
1,0.012111136689782143,-0.0018158945410201948,0.014073289966280544,0.010997412803893289,0.9066733292729541,balanced,0.2896509870006412,-0.0018158945410201948,0.9066733292729541
2,-0.007330672505001227,-0.02139846608042717,0.013654513461215047,0.010630283869061345,0.8780242659587854,balanced,0.04379150099703111,-0.02139846608042717,0.8780242659587854
3,-0.02698007846872012,-0.04152384772896767,0.01358807738214768,0.010408658803768319,0.8666403828583584,balanced,0.04302110000207904,-0.04152384772896767,0.8666403828583584
4,-0.04719064260522524,-0.062486005326112114,0.01304901046286941,0.009994969987827871,0.8322273370591116,balanced,0.04299794599864981,-0.062486005326112114,0.8322273370591116
5,-0.06813998768726985,-0.08457537492116292,0.011963475821520447,0.008985136161316876,0.755529233935972,balanced,0.04263219199856394,-0.08457537492116292,0.755529233935972
6,-0.0902351588010788,-0.10806059092283249,0.011574372999383766,0.0088018829572118,0.7355179965822584,balanced,0.04256716999952914,-0.10806059092283249,0.7355179965822584
7,-0.11355581134557724,-0.1333141972621282,0.011599365951916496,0.008716964481950357,0.7327561239843102,balanced,0.04334274000211735,-0.1333141972621282,0.7327561239843102
8,-0.1385320077339808,-0.16075358291467032,0.011452420881815618,0.008679108978766534,0.7265111259402941,balanced,0.04269367899905774,-0.16075358291467032,0.7265111259402941
9,-0.1654928078254064,-0.19077265759309134,0.011183018195539048,0.008709749250017381,0.7192494364579303,balanced,0.04319533000307274,-0.19077265759309134,0.7192494364579303
10,-0.19459807376066843,-0.22378393014272055,0.01108549839712834,0.008725905040692952,0.7168328014503635,balanced,0.04270089400233701,-0.22378393014272055,0.7168328014503635
11,-0.22633148729801178,-0.26021599769592285,0.011803874758715518,0.009490255895933067,0.7716108217451378,balanced,0.04229013399890391,-0.22378393014272055,0.7168328014503635
12,-0.26089824239412945,-0.3005618651707967,0.01235934815406555,0.010104098469363871,0.8149222868334778,balanced,0.04237880199798383,-0.22378393014272055,0.7168328014503635
13,-0.29853426416714984,-0.34513601660728455,0.012675289353846653,0.010193875620003652,0.8287004267142921,balanced,0.044463765996624716,-0.22378393014272055,0.7168328014503635
14,-0.3396244744459788,-0.3941083749135335,0.012716720866795464,0.010322745277166919,0.8354087016373466,balanced,0.042160267003055196,-0.22378393014272055,0.7168328014503635
15,-0.38424434264500934,-0.44723065694173175,0.01295917572030508,0.01009389151888037,0.8335188638639895,balanced,0.04146721399956732,-0.22378393014272055,0.7168328014503635
16,-0.43255765239397687,-0.5042816003163656,0.012911492721284166,0.010088336904084791,0.8317740681670431,balanced,0.04223974799970165,-0.22378393014272055,0.7168328014503635
17,-0.484740028778712,-0.5650518536567688,0.01288198224317541,0.010085451873709204,0.8307173668243286,balanced,0.04237861100045848,-0.22378393014272055,0.7168328014503635
18,-0.5410200953483582,-0.629966139793396,0.012833951935196757,0.010056126612687,0.8279665591235436,balanced,0.041922306998458225,-0.22378393014272055,0.7168328014503635
19,-0.6014717022577921,-0.6998688777287801,0.012648424449429055,0.009928908475019312,0.8167573402915678,balanced,0.04234116099905805,-0.22378393014272055,0.7168328014503635
20,-0.6656349500020345,-0.775017778078715,0.012577771847503352,0.00989359816432827,0.8130385320566065,balanced,0.04174112299733679,-0.22378393014272055,0.7168328014503635
