source_id,site_id,year_month,module,module_seed,rank_sha256
wqp,wqp:MNPCA-62-0013-00-201,1992-09,ANFIS-F,1931,00030e67ba4edca24b14f1642ec38faa611ce88febce0f1579c9c697b8a4d8e6
wqp,wqp:MNPCA-86-0297-00-201,1982-06,ANFIS-F,1931,0005a1808c27ed30a8852d578ab4dbb8c5d7a436f7ec0ae8842a49a35eac1b51
wqp,wqp:21FLSFWM-PLN1OUT,1988-06,ANFIS-F,1931,000776c10c36a4478c96804d7972f71fcb798edbb64f63ef00bbd3b91137eacb
wqp,wqp:MWRD_WQX-BARR3P,2018-01,ANFIS-F,1931,0008b55840ae904ca7041d627204c615729d1ab5863f684f806b2edf5d8c4a53
wqp,wqp:21DELAWQ_WQX-307011,2011-10,ANFIS-F,1931,00096e98357d1407e543a672362909a9935007694c3a96f3837701d29ad32888
wqp,wqp:21DELAWQ_WQX-303331,2008-05,ANFIS-F,1931,000e65d9f3db8150b8662e5941738d12b3558565d411c2aa46d5a099934b60c8
wqp,wqp:21FLSFWM-B08,1983-03,ANFIS-F,1931,000e98cc10fa69459f017bf21cebc086a6c7527f29648d883bc8cca5d03e278d
wqp,wqp:21FLSFWM-ISTK6,1997-08,ANFIS-F,1931,000f5b04b8474e4248ded71e6b6b1e85634f359ca7da8ab83c523ee8c8efd51b
wqp,wqp:USGS-07049200,1984-12,ANFIS-F,1931,001155b8950c0ff5c986cff99a33d779f9a68e0450f9f62bd3de70811c58d9fc
wqp,wqp:MNPCA-62-0055-00-102,1989-03,ANFIS-F,1931,0011654eda42683b426269929be80d29a7fdc563dbf844fd74996e9cc63dc0dc
wqp,wqp:21DELAWQ_WQX-108111,2017-07,ANFIS-F,1931,00167140b368063161c9e5e2f2d697fbd8ea0050bbf8a8a7b004ddd1144c1b00
wqp,wqp:21DELAWQ_WQX-206461,2006-08,ANFIS-F,1931,0018a3950897228cf9a96dff7fd63f76ed59b1ea351557125a4933f3d78de5bb
wqp,wqp:21FLSFWM-POLESIN,1996-04,ANFIS-F,1931,001b0e24313bea5be8111349c56dc05388ba4469da21f6663437eddaf51b6520
wqp,wqp:21FLSJWM_WQX-44618,2018-08,ANFIS-F,1931,001bcdff1e83560edd012236b9eb751813e72e700af23512f1cfa13a4381a590
wqp,wqp:MNPCA-86-0252-02-207,1986-10,ANFIS-F,1931,001c9f316b62f213b285aee6f2a1eb60d9d41ce92195662767e811176ea6429d
wqp,wqp:21FLSWFD_WQX-23631,2016-09,ANFIS-F,1931,001f8bc7664f37787c233b5b2b4a57b0d91bbd36c83e9404f9c51fc192d25ae0
wqp,wqp:21AWIC-23,2012-10,ANFIS-F,1931,0024e98c899d99396d8eddfbf8b2011267d02f9ddfd993272a9f836541ad1146
wqp,wqp:AZDEQ_SW-32,2014-08,ANFIS-F,1931,0027717f211f285f5ea49017a1353b2d26acd1b0dbc196907b04ac724e751f2a
wqp,wqp:21FLORAN_WQX-CC22,2005-10,ANFIS-F,1931,0027e848599a20b57551a6909162a70a6b101cf3dd03cbad58746d296f420049
wqp,wqp:21FLSFWM-B09,2007-03,ANFIS-F,1931,002b86355789b8ccba80bb72e9bd7cf9aae22ebd99bd6e79dcdcb2508b4dbdb8
wqp,wqp:21FLSFWM-LZ42,1991-05,ANFIS-F,1931,00318e6c4e346b90e026fc869a9ee1142b98026352bdd7a0c8b51da85f14f4a0
wqp,wqp:21SCSANT_WQX-SC-044,2015-12,ANFIS-F,1931,00322b03162ae77d516bcd335668cc75390211194d140ace43f69d00dbca0561
wqp,wqp:MNPCA-62-0013-00-201,1982-02,ANFIS-F,1931,00341c30c774fc5d656fe250901f2ff2152b8198d9a141f74bc551bc34eb878d
wqp,wqp:21GAEPD_WQX-LK_12_4048,2010-01,ANFIS-F,1931,003721c01f9ed70153284e65a994063096e201935fb269864de5e0c43ee8298a
wqp,wqp:21FLSFWM-KBARMID,1993-04,ANFIS-F,1931,003777bedca514322fb2e041f1cd6833dc8f2360d4d248dede72aa404ecfd4b0
wqp,wqp:MWRD_WQX-MILTON3P,2016-07,ANFIS-F,1931,003ed45d7db5fa00958427b77d6ca09247c0b79ceb11ceb3896cef130d53d29b
wqp,wqp:21SC60WQ_WQX-ST-032,2002-12,ANFIS-F,1931,00414b88bd77365145a25ad2b88c041758223d0c22cd759270cc5286633cdc44
wqp,wqp:21SC60WQ_WQX-SV-338,2005-11,ANFIS-F,1931,0042d6416f328a3c88f996f212356ffe3ab47154b9e8af66c4294afae804bb2a
wqp,wqp:21FLSFWM-B05,1983-07,ANFIS-F,1931,004559e81100aae92c268f4298b40cbbf4cf6b68772ead2129d5690fe2928710
wqp,wqp:MTWTRSHD_WQX-GTOWN-LK-01,2010-06,ANFIS-F,1931,0045fae7f7ff36a72d6af18067fa303aec58774df29c76c1e4b095f3c539f735
wqp,wqp:21FLSFWM-B09,1988-06,ANFIS-F,1931,00465258404e109ff7a4d6b8dfe09c9943a0a5f92dcae8175200ae4683c1335c
wqp,wqp:21NC03WQ-NEU020D,2015-08,ANFIS-F,1931,00479e3316ace99960f642e83af4f5892c85acbb5bff5fe9bff776d31653ddcd
wqp,wqp:LAKELAND_WQX-LH29,2010-08,ANFIS-F,1931,00495a35551077c4b26510117506aac5c6f62759fa2cd0c8b6e784c42f440ac7
wqp,wqp:21FLSFWM-ISTK1,1990-05,ANFIS-F,1931,004b4a0895316b78e140caf0baf03d5efb0dff873abe0bd440b1ae7a7e1262ca
wqp,wqp:11NPSWRD_WQX-SLBE_PL_01,1993-01,ANFIS-F,1931,004b89210ad42aa5ee510e1d956677950041ae6c5bdf16ba4c5a2630cee76140
wqp,wqp:21FLSFWM-POLESOUT,2004-08,ANFIS-F,1931,004c3f1223bbf34d05051f9756d7b239f29785c04d8f4f7d46113478cf42a316
wqp,wqp:KAWNATON_WQX-KN-KL-002,2015-09,ANFIS-F,1931,004f957c276a5ec329aee37654f9e549d127ba573c50b1e3621369665ecc470f
wqp,wqp:USGS-0726329710,2008-09,ANFIS-F,1931,00509679ceea7d7fdccea9536c7a3a0ad963b00c903e1fa35b851a7626d01818
wqp,wqp:21SC60WQ_WQX-B-327,2002-12,ANFIS-F,1931,005507478aa22b410ad6683cff39f5666ee6ed3a2ac77458f59efcc9f42658ad
wqp,wqp:21FLSFWM-B03,1982-03,ANFIS-F,1931,00569a65e04101c8cf2b1044bafd2a0b57e110bd0ea37f664fa5c5116860ccae
wqp,wqp:21FLSJWM_WQX-44154,2017-10,ANFIS-F,1931,0058bc2a4a08d2b8623ba9c0b0c473941819fe488d1f15176baec31f9a75ae3a
wqp,wqp:21DELAWQ_WQX-206361,2012-06,ANFIS-F,1931,005acdbf322e7a23a556e1105d6d65bc8817c2c35449f8425e5987d41a8dfd20
wqp,wqp:21FLCBA_WQX-WAL-CAMPBELL-1,2017-11,ANFIS-F,1931,005c636cf43cf8795832d11ef1bf6dda435575a2746ab2f2d31a7cd633572f75
wqp,wqp:21FLSFWM-PALMOUT,2006-02,ANFIS-F,1931,005d72b09181312c8be3d2c0f640c8cb0dcc4c041232ca03cfd5e48a0d3843b9
wqp,wqp:21FLSFWM-LZ40,2005-09,ANFIS-F,1931,005da60f91dcb37194a38ba4c58ed55377f0ca0786f201d3985ea71d986ce5c4
wqp,wqp:USGS-423526088380101,2017-08,ANFIS-F,1931,005f5d50efe1291b73e3e7233405615ef64b7f46a4b13c5e09c80a781351af17
wqp,wqp:21FLSFWM-A03,2003-10,ANFIS-F,1931,0060144b20d7e21b610943dd2d11755fa6fd10443a6d7907f28d7d4925d8c1c9
wqp,wqp:21SC60WQ_WQX-SV-268,2013-09,ANFIS-F,1931,00602de6c1aff60256bf95e2fae603f94e95a59db3ce95830dccb1f43dfa2e74
wqp,wqp:CAPECRD_WQX-280,2003-09,ANFIS-F,1931,0064a256a16541a479f032de85cbc54e6d13963c28f25a2e90b64d0cc53bb076
wqp,wqp:21NC03WQ-CPF055C1,2013-07,ANFIS-F,1931,0065c10e1cabe5d726a34aa3d0ba933cb36f80c9441a9c1eef142870a046d096
wqp,wqp:MNPCA-25-0001-00-232,1992-08,ANFIS-F,1931,0068ecc2094d946dc93fb7c34ea1f2b44795f26e6789c318bb476907c094d4c0
wqp,wqp:21FLSFWM-PELMID,1992-12,ANFIS-F,1931,006f022d7bdac1d88f7a43093ec2cbb9e7d8f21030efe4513c494f38bfc9a3f2
wqp,wqp:21DELAWQ_WQX-202021,2014-11,ANFIS-F,1931,00728576da77a90754f60939be3e28d6326265b28c747b94a3e484493f55939a
wqp,wqp:21FLLCPC_WQX-YALE,2014-02,ANFIS-F,1931,0072be966a8350bd2cc3571c6d2c21de46b92a73af0e84899a1c8637cd5200ef
wqp,wqp:21NC03WQ-CPF086CUPS,2013-11,ANFIS-F,1931,0076c69cb0cf4a6b2068f4d91dc25f5473075a73a82ca620e81e447e690ad366
wqp,wqp:21NC03WQ-NEU019P,2014-02,ANFIS-F,1931,0077b71c51e35d7950b43622ed82dd02a81e9fb18d7b07e331595c45c6e10080
wqp,wqp:21FLSFWM-LZ30,2006-07,ANFIS-F,1931,0077f0e8ac74c4133af1236ee4f7db3a6b1382348fa648fe8c94c052f8cb64e9
wqp,wqp:21FLSFWM-PELMID,1998-01,ANFIS-F,1931,007a3b323253796837d07e180924585186ef499944ffb2fb6adb0af5c0cb9341
wqp,wqp:21FLSFWM-L008,1998-05,ANFIS-F,1931,007a77ee9b443e9528726048f38b91f5734ed03430f299f920af7024966a0246
wqp,wqp:21SC60WQ_WQX-PD-327,1999-12,ANFIS-F,1931,007b00c894bd5825576c98e284273deb408743c46dc84ac0c2951f3fb06d7d31
wqp,wqp:21FLSFWM-MH16000,2004-09,ANFIS-F,1931,007b4d4334f123be7f40606f75c658dc8c391aa59f08a5b9c21055050af216a5
wqp,wqp:21FLSFWM-LZ40,1978-06,ANFIS-F,1931,007fad9d2916882a79350ffe5ac39c1082551eff11904b0ccee50aedc92529f5
wqp,wqp:MWRD_WQX-BARR3P,2017-10,ANFIS-F,1931,007fc6bb64a7e8aeaba1e4f24bde8d19a3abd4115cff42b41693f18c660681d6
wqp,wqp:21FLSFWM-RITAWEST,1990-05,ANFIS-F,1931,008027f6b09182f915994bfd35e5b3a4d3e8cad348b8b371492af11464ef9d01
wqp,wqp:MNPCA-82-0046-00-203,1999-09,ANFIS-F,1931,00805287c142f73cf25d7dd35dfa1df1eaddc867c91118ea6ac48a87352c4ff0
wqp,wqp:USGS-07049690,2008-09,ANFIS-F,1931,00811d21b2f237653ac18309062fcde97884854454723debc688e86570927358
wqp,wqp:21FLSFWM-L006,1999-11,ANFIS-F,1931,0082715563dd249a3c3aa2007bd2702e69f1837cc6b1d205754d4d3aa51ac65c
wqp,wqp:21DELAWQ_WQX-206361,2007-07,ANFIS-F,1931,00833017598063cc11794e03d21bcbd5ba96e00498e8d7a2f0efb75de7cfbf0e
wqp,wqp:21SC60WQ_WQX-SV-098,2004-09,ANFIS-F,1931,00833557fc00e5b64a6659ec3eb30d590953ea846c0bfa1fa3b5efe292cab454
wqp,wqp:21SC60WQ_WQX-CW-197,2018-11,ANFIS-F,1931,00856a7d500fa9640be215eb9c02ed519ee46597183a3d6c7254f72a8796ed6a
