source_id,site_id,year_month,module,module_seed,rank_sha256
wqp,wqp:21FLSWFD_WQX-23458,2011-12,ANFIS-T-no-current,2133,000587b0a5a76993ab3e63bf7e1c4525dd1530cfc2dfc672bf6560620a00d907
wqp,wqp:KAWNATON_WQX-KN-KL-004,2007-07,ANFIS-T-no-current,2133,00092edc79cb59321e2c23c896dde5f06d75c0f79fa7482e1d8689d19ec96792
wqp,wqp:21SC60WQ_WQX-CW-207,2000-01,ANFIS-T-no-current,2133,000a7f02506cd4e3ca67aa7337e55e83c73f1b8a246122297f111b2e1600d77e
wqp,wqp:21FLSFWM-KISSR0.0,1998-10,ANFIS-T-no-current,2133,000e3de77178b8b4d9f88e941abdbdfe372285367fed26fc4e79cc883d188bbf
wqp,wqp:MNPCA-10-0048-00-201,2006-06,ANFIS-T-no-current,2133,000e4ecddfce9c478ce1d09d808e5a1c61d7c1fc8c28e79bfccceb9fafcb5484
wqp,wqp:21SC60WQ_WQX-S-308,1999-10,ANFIS-T-no-current,2133,000f3ef10f0909fc06c18cbafc5cabd7aef144d0211a2480b83ef71d41409df6
wqp,wqp:MNPCA-62-0007-00-203,2015-06,ANFIS-T-no-current,2133,000f65dce01101e943edbb0d3d952ac6af5aa4d062ad5acaccec94a39dad9e41
wqp,wqp:CAPECRD_WQX-280,2011-05,ANFIS-T-no-current,2133,0015306fe4f3a6c0ecae5d4e084143a5369233a45ebb5ad83b92acc7002184de
wqp,wqp:21FLSFWM-TINMID,1991-07,ANFIS-T-no-current,2133,0018021313c67117b35298a6f23401bdecb5076f984d7cbbc63b594c5318328f
wqp,wqp:21SC60WQ_WQX-CSTL-075,2002-06,ANFIS-T-no-current,2133,001861acb137ac5f487705907d3e87f5f0f512a76775a781fa945c9a36fd8f04
wqp,wqp:21FLLCPC_WQX-YALEMARSHPK,2014-11,ANFIS-T-no-current,2133,00210b80a7db9fe1822a3a90c140c08cfc743ea4106ecfa14c5f4f6b48420ecd
wqp,wqp:KAWNATON_WQX-KN-KL-004,2017-03,ANFIS-T-no-current,2133,0022ddad08fbbc51762dbc706e944f52b7a860cdf9646ef19c2f207680142694
wqp,wqp:21FLSFWM-E02,1993-09,ANFIS-T-no-current,2133,00238ed056176851b67d47e35da16efe21e7c51b73b2ae564313261c5522fc6c
wqp,wqp:21FLCBA_WQX-WAL-TRESCA-1,2018-02,ANFIS-T-no-current,2133,0024e1579ef91aaa0625cc60a3e03938dd66eb1ca1ae278b3cda92320e69d2be
wqp,wqp:MNPCA-86-0281-00-201,1983-05,ANFIS-T-no-current,2133,002ae26253aec35e8f61cc8a5098d4e5fefd0beeb04bdd5c027e3e518708d6ba
wqp,wqp:21NC03WQ-CPF086F,2000-07,ANFIS-T-no-current,2133,002b21ff1db23561dc1764b7057ce558e3e3bf928f348a61f677f47990eeb6c3
wqp,wqp:21FLSFWM-L004,2000-12,ANFIS-T-no-current,2133,002c2b1ec120aa577f5c63fdcc3bcac5c39f4f3d14b5a90ce2d1828dd6a020e8
wqp,wqp:21FLSFWM-TIN16100,1997-04,ANFIS-T-no-current,2133,002f2250d4fc5162186826d91d4440a58936f75cc59692df575d9f090580e87c
wqp,wqp:21FLORAN_WQX-CC11,2005-04,ANFIS-T-no-current,2133,002fa4c1779b60cfbbe8f0d9c37ecc132e777fe5a6fc8f83d53550079089cb2a
wqp,wqp:21FLSFWM-MH32000,1996-01,ANFIS-T-no-current,2133,00305814ca96d2ca82b7f7e2dd315d6aece2ac3b5f37b160b1e524aeb7fba6bc
wqp,wqp:21FLSFWM-KISSR0.0,2003-04,ANFIS-T-no-current,2133,0030c63a6fc0e8a1cefcbb67f04180b854684468bf2513eb023e840bf715704f
wqp,wqp:MNPCA-82-0046-00-203,1989-10,ANFIS-T-no-current,2133,0030d2be44e1d6841bc5b0bfce95ab38edf97a39c7bbbba4f4a58016c79a1d00
wqp,wqp:CAPECRD_WQX-290,2005-12,ANFIS-T-no-current,2133,003152fbf168da1253aae2c84cab9dd4fe8af6bfa3a1809e4ef764e5c2cf0d03
wqp,wqp:USGS-295554095093401,2015-02,ANFIS-T-no-current,2133,0032097425cf5840a6deec6e25d78ba86069e9ed17baf805d0c331b13073c7e8
wqp,wqp:MNPCA-86-0284-00-100,1990-03,ANFIS-T-no-current,2133,00360cb532fc0d0298598283512d53f34f2f3a4b8f494bb8a44890e09df22dc8
wqp,wqp:21FLSFWM-L001,2003-02,ANFIS-T-no-current,2133,00380904f1a8080d33581ab74e35caf4df304c49266ff89b7fb62cd9c919406c
